Date,Created timezone,Profile name,Profile URL,Profile followers,Profile ID,Post detail URL,Mentioned profiles ID,Collaborators,Content ID,Platform,Content type,Media type,Origin of the content,Title,Description,Author URL,Author ID,Author name,Content,Link URL,View on platform,Organic interactions,Total interactions,Organic interactions per 1000 followers,Interactions per 1000 followers,Grade,Last grade,Sentiment,Positive comments,Positive comments (%),Negative comments,Negative comments (%),Neutral comments,Neutral comments (%),Total reactions,Organic likes,Total comments,Save rate,Organic comments,Total shares,Deleted,Hidden,Spam,Unpublished,Saves,Engagements,Promoted post detection,Reactions - like,Reactions - love,Reactions - haha,Reactions - wow,Reactions - sad,Reactions - angry,Shared,Crosspost,Live,Crosspostable,Total reach,Paid reach,Organic reach,Total impressions,Paid impressions,Organic impressions,Impressions engagement rate,Reach engagement rate,Engaged users,Negative feedback,Lifetime post stories,Total likes,Total story likes,Total story comments,Total story shares,Post consumers,Post clicks,Photo views,Link clicks,Other clicks,Media views,Video play,Insights reactions - like,Insights reactions - love,Insights reactions - haha,Insights reactions - wow,Insights reactions - sad,Insights reactions - angry,Insights reactions,Video length (sec),Video view count,Total video view time (sec),Recorded,Views - auto-played,Views - click to play,Views - organic,Views - paid,Views - unique,Initial video views,10-second views,10-second views - auto-played,10-second views - click to play,10-second views - organic,10-second views - paid,10-second views - unique,30-second views,30-second views - auto-played,30-second views - click to play,30-second views - organic,30-second views - paid,30-second views - unique,Completed video views,Average completion (%),Average time watched (sec),Exits,Taps back,Taps forward,Completion rate,Labels,Label groups,Media tags,Insights video view count,Insights comments,Insights like count,Insights dislike count,Insights share count,Engagements - YouTube insights,Insights subscribers lost,Insights subscribers gained,Insights view time,Swipe up,Swipe down,Screenshots,Media view time,Avg. Video Views per Video
01/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,640737,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDk2MjgzOTUyMDY0NzQ3IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18096283952064747,instagram,post,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"Four people were injured in an incident at Dubai International Airport earlier today, Dubai Airports confirmed in the early hours of Sunday morning. Emergency response teams were deployed immediately and coordinated with the relevant authorities to manage the situation.Officials said further details will be provided as soon as more information becomes available.",,https://www.instagram.com/p/DVUVzOvD3d2/,1969,1969,3.0730237,3.0730237,A,,negative,0,0%,2,33%,4,67%,1963,1963,6,,6,1854,,,,,147,4006,,,,,,,,,,,,171171,,171171,288695,,288695,1.39%,2.34%,,,,1963,,,,,,,,,288695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2191959,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU3MTcyNjQ5NzcyNDg5IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1357172649772489,facebook,post,photo,Brand's content,,"Four people were injured in an incident at Dubai International Airport earlier today, Dubai Airports confirmed in the early hours of Sunday morning. Emergency response teams were deployed immediately and coordinated with the relevant authorities to manage the situation.Officials said further details will be provided as soon as more information becomes available.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"Four people were injured in an incident at Dubai International Airport earlier today, Dubai Airports confirmed in the early hours of Sunday morning. Emergency response teams were deployed immediately and coordinated with the relevant authorities to manage the situation.Officials said further details will be provided as soon as more information becomes available.",,https://www.facebook.com/148788988477345_1357172649772489,,1060,,0.483585688,A,,negative,2,15%,3,23%,8,62%,910,,13,,,137,,FALSE,FALSE,,,11186,organic,617,14,6,6,264,3,,,,,212186,0,212186,319301,0,319301,3.50%,5.27%,,,1440,910,1189,101,150,,9742,1472,,8270,319301,,796,38,8,11,336,4,1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047788,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4Njg4NjEwNDgyMzAxNTEiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027868861048230151,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Four people were injured in an incident at Dubai International Airport earlier today, Dubai Airports confirmed. Emergency response teams were deployed immediately and coordinated with the relevant authorities to manage the situation.Officials said further details will be https://t.co/sRuPgfuYCa",,https://twitter.com/20583993/status/2027868861048230151,,55,,0.0524915,,,no sentiment,0,0%,1,50%,1,50%,37,,2,,,16,,,,,,1447,,,,,,,,,,,,,,,13461,,13461,10.75%,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047788,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4Njg4NjQ3OTc5Mzc3NDUiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027868864797937745,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,https://t.co/PpNF5DianR,,https://twitter.com/20583993/status/2027868864797937745,,2,,0.0019088,,,,,,,,,,2,,0,,,0,,,,,,219,,,,,,,,,,,,,,,3034,,3034,7.22%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3ODk0NDIzODQ0NDEzMTY0IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17894423844413164,instagram,story,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,,,,,,,,,,,,,,,,,,,1,,,65,,,,,,1,,,,,,,,,,,,50115,,50115,63616,,63616,0.00%,0.00%,,,,,,,,,,,,,63616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4155,3406,46334,15.28%,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2191959,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU3MTg2ODQ5NzcxMDY5IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1357186849771069,facebook,post,photo,Brand's content,,"The UAE Ministry of Defence said in the early hours of Sunday that it intercepted hundreds of drones and missiles since the start of Iran’s attack. The ministry said ‘137 Iranian ballistic missiles were detected and launched toward the country, with 132 destroyed, while five fell into the sea’.It added that ‘209 Iranian drones were detected, 195 were intercepted, while 14 fell within the country’s territories and waters, causing some collateral damage’.As a result of the interceptions, debris fell in scattered areas and caused minor material damage to a number of civilian properties.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"The UAE Ministry of Defence said in the early hours of Sunday that it intercepted hundreds of drones and missiles since the start of Iran’s attack. The ministry said ‘137 Iranian ballistic missiles were detected and launched toward the country, with 132 destroyed, while five fell into the sea’.It added that ‘209 Iranian drones were detected, 195 were intercepted, while 14 fell within the country’s territories and waters, causing some collateral damage’.As a result of the interceptions, debris fell in scattered areas and caused minor material damage to a number of civilian properties.",,https://www.facebook.com/148788988477345_1357186849771069,,10055,,4.587220838,A,,positive,98,38%,60,23%,103,39%,7311,,261,,,2483,,FALSE,FALSE,,,101422,organic,5707,1166,80,115,206,37,,,,,1530948,0,1530948,2464152,0,2464152,4.12%,6.62%,,,23042,7311,15334,4912,2796,,78290,13355,,64935,2464152,,10991,2827,142,246,1170,48,15424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,640737,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3OTI2NDM0MDk5MjM3NDY5IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17926434099237469,instagram,post,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"The UAE Ministry of Defence said in the early hours of Sunday that it intercepted hundreds of drones and missiles since the start of Iran’s attack. The ministry said ‘137 Iranian ballistic missiles were detected and launched toward the country, with 132 destroyed, while five fell into the sea’.It added that ‘209 Iranian drones were detected, 195 were intercepted, while 14 fell within the country’s territories and waters, causing some collateral damage’.As a result of the interceptions, debris fell in scattered areas and caused minor material damage to a number of civilian properties.",,https://www.instagram.com/p/DVUYib4DPl6/,7218,7218,11.2651525,11.2651525,A,,strongly positive,47,61%,10,13%,20,26%,7116,7116,102,,102,6272,,,,,638,14372,,,,,,,,,,,,591129,,591129,915137,,915137,1.57%,2.43%,,,,7116,,,,,,,,,915137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,716000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IlVVM3pYcl9GRTVJIiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,UU3zXr_FE5I,youtube,post,video,Brand's content,Cheers heard in Tehran after reports of Khamenei's death,,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,Videos posted on social media on Saturday showed scenes of jubilation in Tehran following reports of the death of Iranian supreme leader Ayatollah Ali Khamenei.All the latest news: https://www.thenationalnews.comLike us on Facebook: https://www.facebook.com/TheNationalNewsFollow us on X: https://twitter.com/TheNationalNewsFollow us on Instagram: https://www.instagram.com/thenationalnews.com/Follow us on LinkedIn: https://www.linkedin.com/company/thenationalnews,,https://www.youtube.com/watch?v=UU3zXr_FE5I,,558,,0.7793296,,,,,,,,,,558,,0,,,,,,,,,1095,,,,,,,,,,,,,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,58,63395,3676910,,,,,,,,,,,,,,,,,,,,,41.58997934,25,,,,,,,,63345,81,559,72,383,1095,7,38,1528020,,,,,63395
01/03/2026,UTC +04:00,The National News,https://www.tiktok.com/@thenationalnews,1557351,f7543525-1f92-513e-a59b-1ab9132d7362,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ijc2MTIwNTAzMzM5NTAyODMwMjYiLCJwcm9maWxlSWQiOiJmNzU0MzUyNS0xZjkyLTUxM2UtYTU5Yi0xYWI5MTMyZDczNjIiLCJuZXR3b3JrIjoidGlrdG9rIn0=/overview,,,7612050333950283026,tiktok,post,video,Brand's content,,,,,,Videos posted on social media on Saturday showed scenes of jubilation in Tehran following reports of the death of Iranian supreme leader Ayatollah Ali Khamenei.,,https://www.tiktok.com/@thenationalnews/video/7612050333950283026?utm_campaign=tt4d_open_api&utm_source=6997404317372137474,,,,,,,,,,,,,,4658,,167,,,377,,,,,,5202,,,,,,,,,,,,103992,,,115671,,,,5.00%,,,,4658,,,,,,,,,,,,,,,,,,58,115671,1155430,,,,,,,,,,,,,,,,,,,,,,8,,,,1.11%,,,,,,,,,,,,,,,,,115671
01/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,640737,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDg4NDk3ODE1MTUzOTQ1IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18088497815153945,instagram,post,reel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,Videos posted on social media on Saturday showed scenes of jubilation in Tehran following reports of the death of Iranian supreme leader Ayatollah Ali Khamenei.,,https://www.instagram.com/reel/DVUahy-iMun/,3856,3856,6.0180698,6.0180698,A,,negative,30,31%,46,47%,21,22%,3683,3683,173,,173,2221,,,,,414,6491,,,,,,,,,,,,156237,,156237,223273,,223273,2.91%,4.15%,,,,3683,,,,,,,,,223273,,,,,,,,,,223273,,,,,223273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223273
01/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2191959,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU3MTk1MDk5NzcwMjQ0IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1357195099770244,facebook,post,reel,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Videos posted on social media on Saturday showed scenes of jubilation in Tehran following reports of the death of Iranian supreme leader Ayatollah Ali Khamenei.,,https://www.facebook.com/148788988477345_1357195099770244,,722,,0.329385723,A,,negative,9,14%,34,52%,22,34%,586,,62,,,74,,FALSE,FALSE,,,9663,organic,472,17,62,9,10,16,FALSE,FALSE,FALSE,FALSE,96862,0,96862,104706,0,104706,9.23%,9.98%,,,739,586,654,9,76,,8923,,1,8922,104706,,531,20,64,11,11,18,655,58,73093,1341654,,71498,1595,73093,0,73093,,,,,,,,9976,9684,292,9976,0,9976,3255,0.248461272,15,,,,,,,,,,,,,,,,,,,,,73093
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047839,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4Nzk3OTU4MDQwNjE4OTIiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027879795804061892,twitter,post,video,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Videos posted on social media on Saturday showed scenes of jubilation in Tehran following reports of the death of Iranian supreme leader Ayatollah Ali Khamenei. https://t.co/aVVXoQ28XC,,https://twitter.com/20583993/status/2027879795804061892,,32,,0.030539,,,no sentiment,0,0%,1,100%,0,0%,23,,1,,,8,,,,,,111,,,,,,,,,,,,,,,10609,,10609,1.05%,,,,,23,,,,,,,,,,,,,,,,,,,6007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6007
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047850,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4ODMzNjgwMzg0Njk2ODIiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027883368038469682,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"The UAE Ministry of Defence said in the early hours of Sunday that it intercepted hundreds of drones and missiles since the start of Iran’s attack. The ministry said ‘137 Iranian ballistic missiles were detected and launched toward the country, with 132 destroyed, while five fell https://t.co/szgkf4qe8y",,https://twitter.com/20583993/status/2027883368038469682,,327,,0.3120676,,,no sentiment,0,0%,2,67%,1,33%,245,,3,,,79,,,,,,1865,,,,,,,,,,,,,,,43123,,43123,4.32%,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047850,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4ODMzNzIwNDQwNTg4ODUiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027883372044058885,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,https://t.co/PpNF5DianR,,https://twitter.com/20583993/status/2027883372044058885,,1,,0.0009543,,,,,,,,,,1,,0,,,0,,,,,,83,,,,,,,,,,,,,,,2418,,2418,3.43%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047853,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4ODQ3MjE0MDYxNTI3OTAiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027884721406152790,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Authorities confirmed that a drone was intercepted near the Burj Al Arab and debris sparked a minor fire on the hotel’s outer facade, Dubai Media Office said.Civil Defence teams responded immediately and brought the situation under control, and confirmed that no injuries were https://t.co/TJ46PNoh9z",,https://twitter.com/20583993/status/2027884721406152790,,82,,0.0782553,,,no sentiment,0,0%,0,0%,1,100%,58,,1,,,23,,,,,,407,,,,,,,,,,,,,,,8966,,8966,4.54%,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047853,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4ODQ3MjYwMTE0OTg2NDMiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027884726011498643,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,https://t.co/PpNF5DianR,,https://twitter.com/20583993/status/2027884726011498643,,1,,0.0009543,,,,,,,,,,1,,0,,,0,,,,,,48,,,,,,,,,,,,,,,1790,,1790,2.68%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2191959,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU3MjA2MTc5NzY5MTM2IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1357206179769136,facebook,post,photo,Brand's content,,"Authorities confirmed that a drone was intercepted near the Burj Al Arab and debris sparked a minor fire on the hotel’s outer facade, Dubai Media Office said.Civil Defence teams responded immediately and brought the situation under control, and confirmed that no injuries were reported.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"Authorities confirmed that a drone was intercepted near the Burj Al Arab and debris sparked a minor fire on the hotel’s outer facade, Dubai Media Office said.Civil Defence teams responded immediately and brought the situation under control, and confirmed that no injuries were reported.",,https://www.facebook.com/148788988477345_1357206179769136,,730,,0.333035426,A,,mixed,2,40%,2,40%,1,20%,644,,6,,,80,,FALSE,FALSE,,,5282,organic,489,11,18,6,118,2,,,,,161601,0,161601,238169,0,238169,2.22%,3.27%,,,791,644,693,12,86,,4489,1277,1,3211,238169,,528,14,19,8,124,2,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,640737,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3ODk4NjI3ODI4Mzk4OTE1IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17898627828398915,instagram,post,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"Authorities confirmed that a drone was intercepted near the Burj Al Arab and debris sparked a minor fire on the hotel’s outer facade, Dubai Media Office said.Civil Defence teams responded immediately and brought the situation under control, and confirmed that no injuries were reported.",,https://www.instagram.com/p/DVUdGJljOle/,1729,1729,2.6984551,2.6984551,B,,positive,5,38%,3,23%,5,38%,1715,1715,14,,14,579,,,,,91,2418,,,,,,,,,,,,168634,,168634,274237,,274237,0.88%,1.43%,,,,1715,,,,,,,,,274237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047874,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4OTIyNTYyMDQ4NTM1NDAiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027892256204853540,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Abu Dhabi Airports said authorities are responding to a drone attack at Zayed International Airport that resulted in the death of an Asian national and seven injuries. Emergency teams are on site and are managing the situation in co-ordination with the relevant authorities. https://t.co/r5BZZk2kWK,,https://twitter.com/20583993/status/2027892256204853540,,209,,0.1994515,,,no sentiment,1,50%,0,0%,1,50%,158,,2,,,49,,,,,,1663,,,,,,,,,,,,,,,21449,,21449,7.75%,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1047874,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjc4OTIyNjAxMTM5NDQ5MjAiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2027892260113944920,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,https://t.co/PpNF5DianR,,https://twitter.com/20583993/status/2027892260113944920,,1,,0.0009543,,,,,,,,,,1,,0,,,0,,,,,,137,,,,,,,,,,,,,,,2468,,2468,5.55%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2191959,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU3MjIxNDk5NzY3NjA0IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1357221499767604,facebook,post,photo,Brand's content,,Abu Dhabi Airports said authorities are responding to a drone attack at Zayed International Airport that resulted in the death of an Asian national and seven injuries. Emergency teams are on site and are managing the situation in co-ordination with the relevant authorities.,https://www.facebook.com/TheNationalNews,148788988477345,The National,Abu Dhabi Airports said authorities are responding to a drone attack at Zayed International Airport that resulted in the death of an Asian national and seven injuries. Emergency teams are on site and are managing the situation in co-ordination with the relevant authorities.,,https://www.facebook.com/148788988477345_1357221499767604,,4618,,2.106791231,A,,negative,21,18%,35,31%,58,51%,3764,,117,,,737,,FALSE,FALSE,,,58109,organic,2039,51,17,41,1597,19,,,,,844014,0,844014,1344120,0,1344120,4.32%,6.88%,,,7259,3764,5563,890,806,,50818,9497,,41321,1344120,,3015,246,31,89,2184,30,5595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
01/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,640737,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MzE1MTkxMzU2MjQ4NzM0IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18315191356248734,instagram,post,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,Abu Dhabi Airports said authorities are responding to a drone attack at Zayed International Airport that resulted in the death of an Asian national and seven injuries. Emergency teams are on site and are managing the situation in co-ordination with the relevant authorities.,,https://www.instagram.com/p/DVUgr0BiH3a/,6705,6705,10.464512,10.464512,A,,strongly negative,9,20%,27,61%,8,18%,6631,6631,74,,74,7639,,,,,643,15107,,,,,,,,,,,,326788,,326788,585323,,585323,2.58%,4.62%,,,,6631,,,,,,,,,585323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
