name,slug,description,variations,isPrimary
T20 World Cup 2026,t20-world-cup,All you need to know about the ICC T20 World Cup 2026 being held in India and Sri Lanka,"T20 World Cup, ICC T20, Twenty20 World Cup, T20WC",0
Tadej Pogacar,tadej-pogacar,"All you need to know about UAE Team Emirates cyclist Tadej Pogacar, who won the Tour de France in 2020 and 2021","Pogacar, Pog, Pogačar, Slovenian cyclist",0
Taiwan,taiwan,The latest political news and tech stories from the island,"Taiwanese, Republic of China, ROC, Taiwan island",0
Taliban,taliban,Read the latest news about the extremist group governing Afghanistan after American-led coalition forces withdrew in 2021,"Afghan Taliban, Islamic Emirate of Afghanistan",0
Tanzania,tanzania,Latest news from the East African country,"Tanzanian, United Republic of Tanzania",0
Taqa,taqa,Latest news on Abu Dhabi National Energy Company,"Abu Dhabi National Energy Company, Taqa energy",0
Tax,tax,Read the latest tax news and policy updates from around the world,"Taxation, taxes, tax policy",0
Technology,technology,"The ever-evolving world of digital innovation, AI, cyber security and consumer electronics","Tech, tech news, technology sector, digital tech",0
Tehran,tehran,"All the latest news on the Iranian capital, from foreign policy to economic protests","Tehran Iran, Iranian capital",0
Tel Aviv,tel-aviv,Latest news on Israel's commerical hub,"Tel Aviv Israel, Tel Aviv-Yafo",0
Television,television,News and reviews from the latest shows on the small screen and streaming,"TV, TV shows, television shows, television series",0
Tennis,tennis,"The latest news, tournament updates and player performances from the ATP and WTA tours","Tennis sport, professional tennis, tennis matches",0
Terrorism,terrorism,"Read the latest news, analysis and ways governments around the world are countering terrorist activities","Terror, terrorist attacks, counterterrorism",0
Tesla,tesla,Latest news and product launches from the revolutionary electric car maker,"Tesla Inc, Tesla Motors, Tesla EV",0
Texas,texas,Get the latest news and energy headlines from the influential US state,"TX, Lone Star State, Texas USA",0
Thailand,thailand,Latest news and travel from the South-East Asian country,"Thai, Kingdom of Thailand, Siam",0
The Ashes,the-ashes,Latest news and schedule for the historic Test cricket series between England and Australia,"Ashes cricket, Ashes series, England vs Australia",0
The story behind,the-story-behind,"Welcome to The National's latest series The Story Behind, where we take a look into the UAE's favourite quirks and anomolies","Story Behind series, UAE stories",0
Theatre,theatre,"Exploring the world of stage performances, from classic productions to contemporary plays","Theater, stage shows, theatrical performances, plays",0
Tim Clark,tim-clark,Latest news and headlines about the president of Emirates airline,"Clark, Emirates president, Tim Clark Emirates",0
Timeframe,timeframe,Take a leisurely stroll down memory lane for moments that shaped the UAE,"Timeframe series, UAE history",0
TN Magazine,tn-magazine,The National's monthly lifestyle and culture magazine,"The National Magazine, TNmag, lifestyle magazine",0
Tottenham Hotspur,tottenham-hotspur,"Get the latest news, results, match reports and player ratings on Tottenham Hotspur","Tottenham, Spurs, THFC, Hotspur",0
Tour de France 2026,tour-de-france,"All you need to know about Tour de France 2026, including dates, routes and a map of its start in Barcelona","TDF, Tour de France cycling, Le Tour",0
Tourism,tourism,"News and analysis of the global tourism industry, including emerging travel trends and sector developments","Tourism industry, travel industry, tourist sector",0
Toyota,toyota,"Latest news and reviews from Japan's car manufacturer including Land Cruiser, Corolla, Rav4 and Yaris","Toyota Motors, Toyota cars, Toyota vehicles",0
Trafficking,trafficking,The latest news on trafficking,"Human trafficking, drug trafficking, smuggling",0
Transport,transport,The latest transport news,"Transportation, transport systems, public transport",0
Travel advice,travel-advice,"Practical tips, safety updates and expert recommendations for travellers navigating new destinations and experiences","Travel tips, travel guidance, travel recommendations",0
Travel news,travel-news,Read all the news on travel news from The National,"Travel updates, tourism news, travel industry",0
Tripoli,tripoli,Read the latest news and business stories come the capital of Libya,"Tripoli Libya, Libyan capital",0
Trump Gulf visit,trump-gulf-visit,"News, analysis and updates from the US President's visit to Saudi Arabia, Qatar and the UAE in May 2025","Trump Middle East visit, Trump Gulf tour",0
Tunis,tunis,Read the latest news and business stories come the capital of Tunisia,"Tunis Tunisia, Tunisian capital",0
Tunisia,tunisia,Latest news from the North African country,"Tunisian, Republic of Tunisia",0
Turkey,turkey,"Latest headlines, business and culture stories from the Middle Eastern country and Nato member","Turkish, Republic of Turkey, Türkiye",0
Twitter,twitter,The latest Twitter news,"X, Twitter platform, X platform, social media",0
Tyson Fury,tyson-fury,All the news on boxer Tyson Fury,"Fury, Gypsy King, Tyson Fury boxer",0
UAE,uae,Read the latest news about the UAE,"United Arab Emirates, Emirates, UAE country",0
UAE Armed Forces,uae-armed-forces,Read the latest news about the defence force of the UAE,"UAE military, Emirates armed forces, UAE defense",0
UAE at 50,uae-at-50,"Stories celebrating 50 years of the UAE, reflecting on its achievements and future aspirations","UAE golden jubilee, 50 years UAE",0
UAE Central Bank,uae-central-bank,The latest news on the financial sector's regulatory body,"CBUAE, Central Bank UAE, UAE monetary authority",0
UAE courts,uae-courts,"The latest news criminal cases, courts and crime news from the UAE","UAE judiciary, Emirates courts, UAE legal system",0
UAE cricket,uae-cricket,"The latest news on UAE cricket, including national team news","Emirates cricket, UAE national cricket team",0
UAE education,uae-education,"The latest news on education in the UAE, including teaching, schools, exams and results","Emirates education, UAE schools, education UAE",0
UAE Football Association,uae-football-association,Latest news on the country's football governing body,"UAE FA, Emirates FA, football association UAE",0
UAE government,uae-government,The latest UAE government news and developments,"Emirates government, UAE federal government",0
UAE heritage,uae-heritage,"Get all the news on culture, archaeology, history and heritage in the UAE","Emirates heritage, UAE culture, UAE history",0
UAE in space,uae-in-space,"The latest news about the country's ambitious space programme and astronauts, including its Mars Mission and Rashid Rover 2","UAE space agency, Emirates space program, UAE astronauts",0
UAE Lottery,uae-lottery,The UAE's national lottery is held weekly with a Dh30 million top prize. It is the result of a government drive to overhaul the country's gaming sector,"Emirates lottery, UAE draw, national lottery UAE",0
UAE national football team,uae-national-football-team,"Latest news, reports, scores and reaction on the country's national team","UAE football, Al Abyad, Whites, Emirates national team",0
UAE tax,uae-tax,"From VAT to corporate tax, read all the news on levies and policies in the UAE","Emirates tax, UAE taxation, VAT UAE, corporate tax UAE",0
UAE Team Emirates,uae-team-emirates,All you need to know about the bicycle race team UAE Team Emirates,"UAE cycling team, Emirates cycling, Pogacar team",0
UAE transport,uae-transport,Get all the news on public and private transport in the UAE,"Emirates transport, UAE transportation, public transport UAE",0
UFC,ufc,"Latest news, events and fighters from the world's leading mixed martial arts promotion","Ultimate Fighting Championship, UFC MMA, UFC fights",0
Uganda,uganda,Latest news from the East African country,"Ugandan, Republic of Uganda",0
UK,uk,"Latest breaking news stories, business and sport from England, Scotland, Wales and Northern Ireland","United Kingdom, Britain, Great Britain, British",0
UK budget,uk-budget,"All you need to know about the UK budget 2024, including Jeremy Hunt's spring statement","British budget, UK fiscal budget, Budget Day",0
UK general election 2024,uk-general-election-2024,"All you need to know about the UK's next general election, which was held in July 2024","UK elections, British general election, UK polls",0
UK government,uk-government,Latest news and analysis on the government of the UK,"British government, HM Government, Westminster",0
Ukraine,ukraine,The latest news from the Eastern European country currently at war with Russia,"Ukrainian, Ukraine war, Ukraine conflict",0
Umm Al Quwain,umm-al-quwain,"Read all the news and events from the northern emirate, valued for its archaeological sites and wildlife reserves","UAQ, Umm Al Quwain emirate, UAQ UAE",0
UN,un,The latest news on the UN - a global organisation comprising more than 190 member states,"United Nations, UN organization, United Nations Organization",0
Unesco,unesco,All the news on Unesco,"UNESCO, United Nations Educational Scientific and Cultural Organization",0
UNGA 2025,unga,Bringing you the latest news on the 80th UN General Assembly,"UN General Assembly, United Nations General Assembly, UNGA 80",0
Universities,universities,"The latest news on universities in the UAE, UK and around the world","University, higher education, colleges, uni",0
UNRWA,unrwa,"All the news on UNRWA, the UN agency for Palestinian refugees","United Nations Relief and Works Agency, UN Palestinian refugee agency",0
US,us,"The latest stories from the global superpower with far-reaching political, economic and cultural influence","USA, United States, America, United States of America",0
US midterm elections 2026,us-midterm-elections,"Latest news from the campaign trail for the 2026 US midterms, with the elections to serve as a referendum on President Donald Trump's performance","US midterms, midterm elections, 2026 midterms, Congressional elections",0
US Open,us-open,Latest from the hardcourt tennis tournament held at Flushing Meadows in New York,"US Open tennis, US Open championship, USTA",0
Uzbekistan,uzbekistan,Latest news from the Central Asian country,"Uzbek, Republic of Uzbekistan",0
Vaccines,vaccines,"Read the latest news on vaccines, including mRNA shots","Vaccination, immunization, vaccine shots, jabs",0
Vaibhav Sooryavanshi,vaibhav-sooryavanshi,All the latest news about India's teenage cricket sensation,"Sooryavanshi, Vaibhav, Indian cricket prodigy",0
Vatican City,vatican-city,"The spiritual and administrative centre of the Catholic Church, home to the Pope and one of the smallest independent states in the world","Vatican, Holy See, Vatican State",0
Vegan,vegan,"Exploring the benefits and lifestyle of plant-based eating, from nutrition and recipes to the environment","Veganism, plant-based, vegan lifestyle, vegan diet",0
Venezuela,venezuela,"All the latest news and energy stories from the South American country, including the latest political developments after the US operation to remove Nicolas Maduro from power","Venezuelan, Bolivarian Republic of Venezuela",0
Venice Biennale,venice-biennale,"The latest news from one of the world's most prestigious cultural exhibitions, showcasing cutting-edge art, architecture and film","La Biennale di Venezia, Venice art exhibition",0
Venice Film Festival,venice-film-festival,"All the news on annual Venice Film Festival, including dates and the line-up","Venice Film Fest, Mostra, Venice International Film Festival",0
Venus Williams,venus-williams,The former world No 1 and winner of seven Grand Slam titles,"Venus, Williams, Venus Williams tennis",0
Vietnam,vietnam,Latest news from the South-East Asian country,"Vietnamese, Socialist Republic of Vietnam, Viet Nam",0
Virat Kohli,virat-kohli,Read the latest news on India's cricketing icon and one of the best batsmen of his generation,"Kohli, Virat, King Kohli, VK",0
Visas,visas,"The latest visa news, including the golden visa and visit visas in the UAE","Visa, visa rules, visa requirements, residence visa",0
Vladimir Putin,vladimir-putin,"All you need to know about Vladimir Putin, President of Russia since 2012","Putin, Russian president, President Putin",0
Volkswagen,volkswagen,Latest news and reviews of the leading German car manufacturer,"VW, Volkswagen cars, Volkswagen Group",0
Volodymyr Zelenskyy,volodymyr-zelenskyy,Get the latest news on Ukrainian President Volodymyr Zelenskyy,"Zelensky, Zelenskyy, Ukraine president, President Zelensky",0
Wages,wages,"The latest news and trends in salaries, labour market conditions and income ranges across industries","Salaries, pay, income, salary trends",0
Wales,wales,"A country within the UK, known for its distinct culture, language and push for greater autonomy within the union","Welsh, Wales UK, Cymru",0
Washington,washington,"The capital of the US, home to the White House, Congress and the Supreme Court, it serves as the political centre of the country","Washington DC, DC, US capital, District of Columbia",0
Watch,watch,The latest news on luxury and trending timepieces,"Watches, timepieces, luxury watches, watch industry",0
Water security,water-security,Get the latest news on water security,"Water supply, water resources, water scarcity",0
Weather,weather,Weather news and latest forecasts from the UAE and around the world,"Weather forecast, climate, weather updates, meteorology",0
Web3,web3,"The latest stories about the third generation of the internet, powered by decentralisation, blockchain and cryptocurrency","Web 3.0, decentralised web, blockchain internet",0
Weddings,weddings,"Everything you need to know, from planning, dress inspiration and venue selection to cultural traditions and trends","Wedding, marriage ceremonies, wedding planning, nuptials",0
Weekend,weekend,Compelling reads and entertaining features - updated every Friday,"Weekend edition, weekend reads, weekend features",0
West Bank,west-bank,A Palestinian territory under Israeli occupation and frequently at the centre of geopolitical tensions and conflict,"West Bank Palestine, Occupied territories, Judea and Samaria",0
West Ham United,west-ham-united,"Get the latest news, results, match reports and player ratings on the London-based Premier League side","West Ham, Hammers, WHUFC, The Irons",0
West Indies cricket,west-indies-cricket,"The latest news from the West Indies cricket teams across Tests, the CPL, ODIs and T20 internationals","Windies, West Indies, Caribbean cricket, WI cricket",0
WhatsApp,whatsapp,All the latest news on the messaging and video calling platform owned by Meta,"WhatsApp messenger, WhatsApp app, WA",0
White House,white-house,The official residence and workplace of the US President in Washington - a symbol of American democracy and executive power,"The White House, POTUS residence, Executive Mansion",0
WHO,who,The latest news on the World Health Organisation - a branch of the UN,"World Health Organization, World Health Organisation, UN health agency",0
Wildfires,wildfires,The latest on wildfires,"Forest fires, bushfires, wildfire crisis",0
Wildlife,wildlife,All the latest wildlife and nature news,"Wild animals, fauna, animal kingdom, nature",0
Wimbledon 2026,wimbledon,"Wimbledon 2026 starts on June 30 and ends on July 13. Get the latest tennis news, results and scores at The National","Wimbledon tennis, The Championships, All England Club, SW19",0
Wizz Air,wizz-air,The latest news on the low-cost European airline,"Wizz Air airline, Wizz, budget airline",0
Women's fashion,womens-fashion,"The latest styles, designer collections and seasonal trends shaping the global fashion industry for women of all ages","Womenswear, ladies fashion, women's style, female fashion",0
Women's rights,womens-rights,The latest news and stories on women's rights,"Women's empowerment, gender equality, women's issues, feminism",0
Women's sports,womens-sports,The latest news and stories on women's sports,"Female sports, women athletes, women's athletics",0
Workers' rights,workers-rights,"Labour laws, policies and wage protection for employees in the UAE","Employee rights, labor rights, workers protection, employment rights",0
Working Wonders,working-wonders,"Welcome to Working Wonders, where The National explores the duties of employees working at the UAE's most recognisable destinations","Working Wonders series, UAE jobs series",0
World Bank,world-bank,"News from the global financial institution that provides loans and grants to developing countries, aiming to reduce poverty and foster economic development","WB, International Bank for Reconstruction and Development, IBRD",0
World Cup,world-cup-2022,"Get the latest news and updates on the Fifa World Cup, including dates, schedule, fixtures and teams","FIFA World Cup, World Cup 2022, Qatar World Cup, WC",0
World Cup 2026,world-cup-2026,"Get the latest news and updates on Fifa's World Cup 2026, including dates, schedule, fixtures and teams","FIFA World Cup 2026, 2026 World Cup, North America World Cup",0
Wrestling,wrestling,"All you need to know about wrestling in the UAE and around the world, including the latest from the WWE","Pro wrestling, WWE, professional wrestling, wrestling sport",0
WTA Tour,wta-tour,"Read the latest stories from the women's professional tennis circuit, showcasing top talent around the globe","WTA, Women's Tennis Association, women's tennis tour",0
WWE,wwe,News from the larger-than-life world of sports entertainment,"World Wrestling Entertainment, WWE wrestling, pro wrestling entertainment",0
Xavi,xavi,The latest news on former Barcelona manager Xavi,"Xavi Hernandez, Xavi Barcelona, Xavi manager",0
Xi Jinping,xi-jinping,Xi Jinping has been President of China since 2013 and has served as the general secretary of the Chinese Communist Party since 2012,"Xi, Chinese president, President Xi, Xi China",0
Yacht,yacht,From holidays to the latest superyachts under construction,"Yachts, superyachts, luxury yachts, yachting",0
Yas Island,yas-island,"Yas Island is one of Abu Dhabi's premier entertainment destinations. it is home to new theme parks, luxury hotels and Formula One's Yas Marina Circuit","Yas, Yas Abu Dhabi, Yas Marina",0
Year in review,year-in-review,"Stories of key events, trends and important developments that shaped the past year","Annual review, year review, year in retrospect",0
Yemen,yemen,The latest news on Yemen,"Yemeni, Republic of Yemen",0
Zimbabwe,zimbabwe,The latest news on Zimbabwe,"Zimbabwean, Republic of Zimbabwe",0
Zuhair Murad,zuhair-murad,"Zuhair Murad is a Lebanese fashion designer renowned for his exquisite couture creations, blending intricate embroidery with modern elegance","Zuhair, Murad designer, Lebanese designer, Zuhair Murad couture",0
